material_id,material_name,formula,material_family,material_subfamily,family,source_dataset,source_type,source_trust_score,used_for_ml_training,model_registry_eligible,application_subsystem,recommendation_basis,engineer_reviewed,formation_energy_per_atom,notes
matbench_mp_e_form_00000,matbench_mp_e_form_0,matbench_mp_e_form_0,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.9953836506249996,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00039,matbench_mp_e_form_39,matbench_mp_e_form_39,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.5998183128577788,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00040,matbench_mp_e_form_40,matbench_mp_e_form_40,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.3871840334614283,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00041,matbench_mp_e_form_41,matbench_mp_e_form_41,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.902425982572001,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00042,matbench_mp_e_form_42,matbench_mp_e_form_42,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.69759418020125,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00043,matbench_mp_e_form_43,matbench_mp_e_form_43,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.0900481115887506,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00044,matbench_mp_e_form_44,matbench_mp_e_form_44,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.9372153783866668,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00045,matbench_mp_e_form_45,matbench_mp_e_form_45,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.3614666721333344,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00046,matbench_mp_e_form_46,matbench_mp_e_form_46,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.8139833072740004,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00047,matbench_mp_e_form_47,matbench_mp_e_form_47,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.2741714995244453,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00048,matbench_mp_e_form_48,matbench_mp_e_form_48,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.2760815056355557,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00049,matbench_mp_e_form_49,matbench_mp_e_form_49,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.3245032704666673,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00050,matbench_mp_e_form_50,matbench_mp_e_form_50,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.6728471719720006,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00051,matbench_mp_e_form_51,matbench_mp_e_form_51,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.2499281717619994,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00052,matbench_mp_e_form_52,matbench_mp_e_form_52,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.867376482857778,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00053,matbench_mp_e_form_53,matbench_mp_e_form_53,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.1748964706355562,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00054,matbench_mp_e_form_54,matbench_mp_e_form_54,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.3085600695940003,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00055,matbench_mp_e_form_55,matbench_mp_e_form_55,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.9059329227466673,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00056,matbench_mp_e_form_56,matbench_mp_e_form_56,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.9838011921666672,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00057,matbench_mp_e_form_57,matbench_mp_e_form_57,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.481881529911112,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00058,matbench_mp_e_form_58,matbench_mp_e_form_58,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.5629280946666668,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00059,matbench_mp_e_form_59,matbench_mp_e_form_59,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.0661192225000002,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00060,matbench_mp_e_form_60,matbench_mp_e_form_60,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.9425559125,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00061,matbench_mp_e_form_61,matbench_mp_e_form_61,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.6806366499999998,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00062,matbench_mp_e_form_62,matbench_mp_e_form_62,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.06235679,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00063,matbench_mp_e_form_63,matbench_mp_e_form_63,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.0094312624999997,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00064,matbench_mp_e_form_64,matbench_mp_e_form_64,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.6131277075000003,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00065,matbench_mp_e_form_65,matbench_mp_e_form_65,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.31959183125,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00066,matbench_mp_e_form_66,matbench_mp_e_form_66,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.8077253137499998,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00067,matbench_mp_e_form_67,matbench_mp_e_form_67,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.35567174,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00068,matbench_mp_e_form_68,matbench_mp_e_form_68,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.8033928562500003,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00069,matbench_mp_e_form_69,matbench_mp_e_form_69,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.6842009549999994,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00070,matbench_mp_e_form_70,matbench_mp_e_form_70,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.8369209200000003,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00071,matbench_mp_e_form_71,matbench_mp_e_form_71,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.9965605854166668,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00072,matbench_mp_e_form_72,matbench_mp_e_form_72,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.9535454325,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00073,matbench_mp_e_form_73,matbench_mp_e_form_73,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.6939029141666666,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00074,matbench_mp_e_form_74,matbench_mp_e_form_74,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.7939629850000003,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00075,matbench_mp_e_form_75,matbench_mp_e_form_75,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.92357536,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00076,matbench_mp_e_form_76,matbench_mp_e_form_76,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.25125294375,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00077,matbench_mp_e_form_77,matbench_mp_e_form_77,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.6458070200000003,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00078,matbench_mp_e_form_78,matbench_mp_e_form_78,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.5801379874999997,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00079,matbench_mp_e_form_79,matbench_mp_e_form_79,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.8521129574999997,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00080,matbench_mp_e_form_80,matbench_mp_e_form_80,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.0707330862499997,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00081,matbench_mp_e_form_81,matbench_mp_e_form_81,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.6560127199999997,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00082,matbench_mp_e_form_82,matbench_mp_e_form_82,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.8919919425000007,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00083,matbench_mp_e_form_83,matbench_mp_e_form_83,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.0193267475,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00084,matbench_mp_e_form_84,matbench_mp_e_form_84,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.6556758075000004,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00085,matbench_mp_e_form_85,matbench_mp_e_form_85,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.2258126024999996,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00086,matbench_mp_e_form_86,matbench_mp_e_form_86,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.18554586375,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00087,matbench_mp_e_form_87,matbench_mp_e_form_87,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,2.402177637500001,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00088,matbench_mp_e_form_88,matbench_mp_e_form_88,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.6487198899999997,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00089,matbench_mp_e_form_89,matbench_mp_e_form_89,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.8390628987500004,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
matbench_mp_e_form_00090,matbench_mp_e_form_90,matbench_mp_e_form_90,Matbench material,matbench_mp_e_form,Matbench material,matbench_mp_e_form,computed_database,85,False,True,Battery Enclosure / Underbody,computed-reference based screening,False,1.5535102137499999,Matbench reference row from matbench_mp_e_form; benchmark/reference screening.
